student_id,university_id,university_name,city,state
1317270,702,Carnegie Mellon University,Pittsburgh,PA
1313507,702,Carnegie Mellon University,Pittsburgh,PA
566212,702,Carnegie Mellon University,Pittsburgh,PA
943478,702,Carnegie Mellon University,Pittsburgh,PA
1046168,702,Carnegie Mellon University,Pittsburgh,PA
1084949,702,Carnegie Mellon University,Pittsburgh,PA
633933,702,Carnegie Mellon University,Pittsburgh,PA
783773,702,Carnegie Mellon University,Pittsburgh,PA
523401,702,Carnegie Mellon University,Pittsburgh,PA
1317270,702,Carnegie Mellon University,Pittsburgh,PA
566212,702,Carnegie Mellon University,Pittsburgh,PA
1046168,702,Carnegie Mellon University,Pittsburgh,PA
633933,702,Carnegie Mellon University,Pittsburgh,PA
783773,702,Carnegie Mellon University,Pittsburgh,PA
523401,702,Carnegie Mellon University,Pittsburgh,PA
743774,702,Carnegie Mellon University,Pittsburgh,PA
598870,702,Carnegie Mellon University,Pittsburgh,PA
1060974,702,Carnegie Mellon University,Pittsburgh,PA
632818,702,Carnegie Mellon University,Pittsburgh,PA
1530616,702,Carnegie Mellon University,Pittsburgh,PA
1465919,702,Carnegie Mellon University,Pittsburgh,PA
1347556,702,Carnegie Mellon University,Pittsburgh,PA
1385047,702,Carnegie Mellon University,Pittsburgh,PA
1417163,702,Carnegie Mellon University,Pittsburgh,PA
1540149,702,Carnegie Mellon University,Pittsburgh,PA
1541821,702,Carnegie Mellon University,Pittsburgh,PA
1514187,702,Carnegie Mellon University,Pittsburgh,PA
831708,702,Carnegie Mellon University,Pittsburgh,PA
1317248,702,Carnegie Mellon University,Pittsburgh,PA
1442485,702,Carnegie Mellon University,Pittsburgh,PA
1512369,702,Carnegie Mellon University,Pittsburgh,PA
572964,702,Carnegie Mellon University,Pittsburgh,PA
1261295,702,Carnegie Mellon University,Pittsburgh,PA
1207780,702,Carnegie Mellon University,Pittsburgh,PA
1045570,702,Carnegie Mellon University,Pittsburgh,PA
1326791,702,Carnegie Mellon University,Pittsburgh,PA
1313507,702,Carnegie Mellon University,Pittsburgh,PA
1060974,702,Carnegie Mellon University,Pittsburgh,PA
1285441,702,Carnegie Mellon University,Pittsburgh,PA
1184751,702,Carnegie Mellon University,Pittsburgh,PA
1268927,702,Carnegie Mellon University,Pittsburgh,PA
1297544,702,Carnegie Mellon University,Pittsburgh,PA
1280834,702,Carnegie Mellon University,Pittsburgh,PA
1315832,702,Carnegie Mellon University,Pittsburgh,PA
1048580,702,Carnegie Mellon University,Pittsburgh,PA
1343131,702,Carnegie Mellon University,Pittsburgh,PA
617622,702,Carnegie Mellon University,Pittsburgh,PA
706793,702,Carnegie Mellon University,Pittsburgh,PA
768118,702,Carnegie Mellon University,Pittsburgh,PA
719859,702,Carnegie Mellon University,Pittsburgh,PA
1130976,702,Carnegie Mellon University,Pittsburgh,PA
1059363,702,Carnegie Mellon University,Pittsburgh,PA
750752,702,Carnegie Mellon University,Pittsburgh,PA
951259,702,Carnegie Mellon University,Pittsburgh,PA
855511,702,Carnegie Mellon University,Pittsburgh,PA
845880,702,Carnegie Mellon University,Pittsburgh,PA
702783,702,Carnegie Mellon University,Pittsburgh,PA
677224,702,Carnegie Mellon University,Pittsburgh,PA
1064465,702,Carnegie Mellon University,Pittsburgh,PA
732630,702,Carnegie Mellon University,Pittsburgh,PA
717046,702,Carnegie Mellon University,Pittsburgh,PA
398294,702,Carnegie Mellon University,Pittsburgh,PA
542531,702,Carnegie Mellon University,Pittsburgh,PA
748241,702,Carnegie Mellon University,Pittsburgh,PA
791634,702,Carnegie Mellon University,Pittsburgh,PA
580678,702,Carnegie Mellon University,Pittsburgh,PA
757149,702,Carnegie Mellon University,Pittsburgh,PA
705875,702,Carnegie Mellon University,Pittsburgh,PA
666233,702,Carnegie Mellon University,Pittsburgh,PA
731912,702,Carnegie Mellon University,Pittsburgh,PA
736423,702,Carnegie Mellon University,Pittsburgh,PA
735646,702,Carnegie Mellon University,Pittsburgh,PA
632818,702,Carnegie Mellon University,Pittsburgh,PA
411233,702,Carnegie Mellon University,Pittsburgh,PA
496783,702,Carnegie Mellon University,Pittsburgh,PA
669961,702,Carnegie Mellon University,Pittsburgh,PA
784610,702,Carnegie Mellon University,Pittsburgh,PA
576633,702,Carnegie Mellon University,Pittsburgh,PA
632875,702,Carnegie Mellon University,Pittsburgh,PA
1511532,702,Carnegie Mellon University,Pittsburgh,PA
434984,702,Carnegie Mellon University,Pittsburgh,PA
695979,702,Carnegie Mellon University,Pittsburgh,PA
1218813,702,Carnegie Mellon University,Pittsburgh,PA
409614,702,Carnegie Mellon University,Pittsburgh,PA
435912,702,Carnegie Mellon University,Pittsburgh,PA
1377127,702,Carnegie Mellon University,Pittsburgh,PA
940996,702,Carnegie Mellon University,Pittsburgh,PA
1348777,702,Carnegie Mellon University,Pittsburgh,PA
1360498,702,Carnegie Mellon University,Pittsburgh,PA
1240108,702,Carnegie Mellon University,Pittsburgh,PA
1341028,702,Carnegie Mellon University,Pittsburgh,PA
1424521,702,Carnegie Mellon University,Pittsburgh,PA
1345306,702,Carnegie Mellon University,Pittsburgh,PA
1309947,702,Carnegie Mellon University,Pittsburgh,PA
534618,702,Carnegie Mellon University,Pittsburgh,PA
1210967,702,Carnegie Mellon University,Pittsburgh,PA
1343776,702,Carnegie Mellon University,Pittsburgh,PA
1440093,702,Carnegie Mellon University,Pittsburgh,PA
1446091,702,Carnegie Mellon University,Pittsburgh,PA
1426582,702,Carnegie Mellon University,Pittsburgh,PA
946017,702,Carnegie Mellon University,Pittsburgh,PA
1280737,702,Carnegie Mellon University,Pittsburgh,PA
1196043,702,Carnegie Mellon University,Pittsburgh,PA
792584,702,Carnegie Mellon University,Pittsburgh,PA
1095333,702,Carnegie Mellon University,Pittsburgh,PA
1077036,702,Carnegie Mellon University,Pittsburgh,PA
370004,702,Carnegie Mellon University,Pittsburgh,PA
1114683,702,Carnegie Mellon University,Pittsburgh,PA
509088,702,Carnegie Mellon University,Pittsburgh,PA
1280396,702,Carnegie Mellon University,Pittsburgh,PA
942445,702,Carnegie Mellon University,Pittsburgh,PA
484796,702,Carnegie Mellon University,Pittsburgh,PA
1024003,702,Carnegie Mellon University,Pittsburgh,PA
713814,702,Carnegie Mellon University,Pittsburgh,PA
790981,702,Carnegie Mellon University,Pittsburgh,PA
1069362,702,Carnegie Mellon University,Pittsburgh,PA
857151,702,Carnegie Mellon University,Pittsburgh,PA
853277,702,Carnegie Mellon University,Pittsburgh,PA
1121133,702,Carnegie Mellon University,Pittsburgh,PA
1101493,702,Carnegie Mellon University,Pittsburgh,PA
681536,702,Carnegie Mellon University,Pittsburgh,PA
1221350,702,Carnegie Mellon University,Pittsburgh,PA
1220480,702,Carnegie Mellon University,Pittsburgh,PA
581650,702,Carnegie Mellon University,Pittsburgh,PA
832703,702,Carnegie Mellon University,Pittsburgh,PA
710354,702,Carnegie Mellon University,Pittsburgh,PA
615467,702,Carnegie Mellon University,Pittsburgh,PA
766363,702,Carnegie Mellon University,Pittsburgh,PA
1212580,702,Carnegie Mellon University,Pittsburgh,PA
1091778,702,Carnegie Mellon University,Pittsburgh,PA
1129756,702,Carnegie Mellon University,Pittsburgh,PA
1209371,702,Carnegie Mellon University,Pittsburgh,PA
525860,702,Carnegie Mellon University,Pittsburgh,PA
1098956,702,Carnegie Mellon University,Pittsburgh,PA
770737,702,Carnegie Mellon University,Pittsburgh,PA
757181,702,Carnegie Mellon University,Pittsburgh,PA
1109836,702,Carnegie Mellon University,Pittsburgh,PA
1055526,702,Carnegie Mellon University,Pittsburgh,PA
949763,702,Carnegie Mellon University,Pittsburgh,PA
1085638,702,Carnegie Mellon University,Pittsburgh,PA
1053524,702,Carnegie Mellon University,Pittsburgh,PA
1083122,702,Carnegie Mellon University,Pittsburgh,PA
1006766,702,Carnegie Mellon University,Pittsburgh,PA
808913,702,Carnegie Mellon University,Pittsburgh,PA
952422,702,Carnegie Mellon University,Pittsburgh,PA
694207,702,Carnegie Mellon University,Pittsburgh,PA
1092726,702,Carnegie Mellon University,Pittsburgh,PA
490421,702,Carnegie Mellon University,Pittsburgh,PA
638281,702,Carnegie Mellon University,Pittsburgh,PA
532493,702,Carnegie Mellon University,Pittsburgh,PA
532493,702,Carnegie Mellon University,Pittsburgh,PA
794733,702,Carnegie Mellon University,Pittsburgh,PA
991726,702,Carnegie Mellon University,Pittsburgh,PA
517468,702,Carnegie Mellon University,Pittsburgh,PA
731161,702,Carnegie Mellon University,Pittsburgh,PA
772570,702,Carnegie Mellon University,Pittsburgh,PA
755124,702,Carnegie Mellon University,Pittsburgh,PA
789292,702,Carnegie Mellon University,Pittsburgh,PA
516748,702,Carnegie Mellon University,Pittsburgh,PA
768789,702,Carnegie Mellon University,Pittsburgh,PA
775203,702,Carnegie Mellon University,Pittsburgh,PA
881622,702,Carnegie Mellon University,Pittsburgh,PA
510905,702,Carnegie Mellon University,Pittsburgh,PA
803105,702,Carnegie Mellon University,Pittsburgh,PA
751302,702,Carnegie Mellon University,Pittsburgh,PA
485794,702,Carnegie Mellon University,Pittsburgh,PA
384718,702,Carnegie Mellon University,Pittsburgh,PA
624652,702,Carnegie Mellon University,Pittsburgh,PA
683762,702,Carnegie Mellon University,Pittsburgh,PA
744187,702,Carnegie Mellon University,Pittsburgh,PA
453878,702,Carnegie Mellon University,Pittsburgh,PA
652931,702,Carnegie Mellon University,Pittsburgh,PA
667620,702,Carnegie Mellon University,Pittsburgh,PA
761951,702,Carnegie Mellon University,Pittsburgh,PA
591618,702,Carnegie Mellon University,Pittsburgh,PA
705017,702,Carnegie Mellon University,Pittsburgh,PA
705017,702,Carnegie Mellon University,Pittsburgh,PA
704856,702,Carnegie Mellon University,Pittsburgh,PA
671780,702,Carnegie Mellon University,Pittsburgh,PA
356774,702,Carnegie Mellon University,Pittsburgh,PA
760279,702,Carnegie Mellon University,Pittsburgh,PA
379866,702,Carnegie Mellon University,Pittsburgh,PA
746857,702,Carnegie Mellon University,Pittsburgh,PA
852504,702,Carnegie Mellon University,Pittsburgh,PA
516962,702,Carnegie Mellon University,Pittsburgh,PA
492989,702,Carnegie Mellon University,Pittsburgh,PA
320983,702,Carnegie Mellon University,Pittsburgh,PA
546841,702,Carnegie Mellon University,Pittsburgh,PA
626120,702,Carnegie Mellon University,Pittsburgh,PA
621324,702,Carnegie Mellon University,Pittsburgh,PA
603692,702,Carnegie Mellon University,Pittsburgh,PA
601276,702,Carnegie Mellon University,Pittsburgh,PA
605597,702,Carnegie Mellon University,Pittsburgh,PA
582412,702,Carnegie Mellon University,Pittsburgh,PA
572016,702,Carnegie Mellon University,Pittsburgh,PA
529150,702,Carnegie Mellon University,Pittsburgh,PA
605067,702,Carnegie Mellon University,Pittsburgh,PA
455543,702,Carnegie Mellon University,Pittsburgh,PA
678863,702,Carnegie Mellon University,Pittsburgh,PA
600143,702,Carnegie Mellon University,Pittsburgh,PA
583556,702,Carnegie Mellon University,Pittsburgh,PA
403453,702,Carnegie Mellon University,Pittsburgh,PA
603756,702,Carnegie Mellon University,Pittsburgh,PA
502300,702,Carnegie Mellon University,Pittsburgh,PA
524427,702,Carnegie Mellon University,Pittsburgh,PA
614226,702,Carnegie Mellon University,Pittsburgh,PA
675251,702,Carnegie Mellon University,Pittsburgh,PA
656946,702,Carnegie Mellon University,Pittsburgh,PA
