university_id,ielts_score,gre_score,toefl_score,technical_papers_count,total_work_experience_in_months,application_status
702,7.5,307.0,100.0,4,34,6
702,7.5,295.0,,1,3,7
702,,319.0,116.0,0,0,6
702,,310.0,107.0,1,146,6
702,,260.0,80.0,2,38,6
702,,327.0,108.0,2,45,6
702,,325.0,107.0,2,0,6
702,,332.0,117.0,0,2,6
702,,310.0,107.0,1,146,6
702,,319.0,116.0,0,0,6
702,,325.0,107.0,2,0,6
702,,260.0,80.0,2,38,6
702,7.5,295.0,,1,3,7
702,,327.0,108.0,2,45,6
702,8.0,320.0,111.0,1,40,6
702,,321.0,116.0,0,0,6
702,,322.0,106.0,0,0,6
702,,321.0,114.0,0,60,6
702,,310.0,99.0,2,35,6
702,,317.0,114.0,2,4,6
702,8.5,333.0,,0,46,6
702,,330.0,120.0,0,38,6
702,8.5,326.0,,0,31,6
702,,325.0,117.0,0,2,6
702,,315.0,105.0,4,20,6
702,8.0,320.0,,1,31,7
702,,329.0,110.0,3,6,6
702,,329.0,110.0,2,89,6
702,,326.0,113.0,0,48,7
702,7.0,321.0,116.0,4,2,6
702,8.0,317.0,,0,65,6
702,,329.0,110.0,2,40,6
702,7.5,315.0,,0,33,6
702,,321.0,114.0,0,14,6
702,8.0,320.0,111.0,1,40,6
702,,329.0,117.0,2,33,6
702,,310.0,109.0,1,110,6
702,8.0,332.0,117.0,1,46,6
702,,328.0,116.0,1,37,6
702,,327.0,118.0,1,100,6
702,,317.0,107.0,0,28,6
702,,299.0,104.0,0,37,6
702,7.0,309.0,,0,0,6
702,,325.0,110.0,3,41,6
702,,330.0,116.0,2,9,6
702,,322.0,101.0,2,61,6
702,,330.0,112.0,0,0,6
702,8.0,315.0,,0,121,6
702,,324.0,100.0,1,111,6
702,,327.0,95.0,0,74,6
702,7.5,312.0,,1,43,6
702,8.0,323.0,,2,43,6
702,,311.0,101.0,1,40,6
702,,326.0,116.0,3,35,6
702,8.0,313.0,,1,47,6
702,,313.0,113.0,2,46,6
702,,314.0,102.0,0,0,6
702,7.0,324.0,,1,3,6
702,,315.0,104.0,0,30,6
702,,329.0,113.0,0,71,6
702,,334.0,114.0,1,202,6
702,,324.0,112.0,0,0,6
702,,328.0,114.0,1,53,6
702,,330.0,116.0,0,0,6
702,,321.0,114.0,0,60,6
702,,317.0,105.0,0,68,6
702,,329.0,115.0,3,92,6
702,8.5,328.0,,1,35,6
702,,316.0,114.0,0,0,6
702,,303.0,105.0,0,77,6
702,8.0,325.0,,2,20,6
702,,312.0,109.0,0,0,6
702,7.5,317.0,,0,0,7
702,7.5,316.0,,0,21,6
702,,322.0,111.0,1,0,6
702,,321.0,104.0,0,48,6
702,,332.0,115.0,1,90,7
702,,308.0,96.0,1,17,7
702,7.5,320.0,,1,2,6
702,8.0,318.0,,0,16,6
702,,312.0,102.0,1,36,6
702,7.5,321.0,,0,0,6
702,8.0,320.0,,0,0,6
702,,331.0,109.0,0,43,6
702,6.5,325.0,,0,0,6
702,,307.0,105.0,0,43,6
702,,326.0,116.0,0,0,6
702,7.0,295.0,,0,4,6
702,,330.0,0.0,0,0,6
702,,323.0,113.0,1,45,6
702,,321.0,100.0,0,17,6
702,8.5,334.0,,0,0,6
702,,317.0,100.0,0,0,6
702,,319.0,113.0,0,0,6
702,,327.0,117.0,0,54,6
702,,319.0,97.0,0,137,7
702,,313.0,110.0,1,64,6
702,6.0,260.0,,0,161,7
702,8.0,330.0,,0,81,6
702,,322.0,112.0,1,63,6
702,,329.0,110.0,0,0,6
702,,311.0,116.0,0,47,6
702,,327.0,111.0,2,60,6
702,8.0,318.0,106.0,0,57,6
702,7.0,327.0,,0,0,6
702,,326.0,111.0,0,0,6
702,7.0,301.0,99.0,1,44,6
702,,322.0,110.0,1,35,6
702,7.5,308.0,,1,42,6
702,,320.0,107.0,0,40,6
702,,327.0,116.0,0,44,6
702,,334.0,113.0,0,2,6
702,,333.0,103.0,1,76,6
702,,328.0,116.0,1,103,6
702,,325.0,117.0,0,0,6
702,8.0,325.0,,1,12,7
702,,324.0,107.0,0,0,6
702,,329.0,120.0,1,30,6
702,,321.0,108.0,0,0,6
702,,328.0,110.0,0,32,6
702,8.0,313.0,,0,13,6
702,,328.0,117.0,2,50,6
702,8.0,322.0,,1,2,6
702,7.5,319.0,,0,37,6
702,,322.0,117.0,0,67,6
702,,324.0,115.0,2,44,6
702,,336.0,119.0,0,0,7
702,7.0,320.0,,0,0,6
702,,312.0,112.0,0,34,6
702,,331.0,116.0,0,62,6
702,,337.0,116.0,0,3,6
702,7.5,319.0,,0,37,6
702,,327.0,110.0,0,80,6
702,,321.0,107.0,1,56,6
702,,320.0,104.0,0,82,6
702,,330.0,111.0,3,24,6
702,,323.0,110.0,2,12,6
702,,322.0,107.0,1,67,6
702,,325.0,116.0,0,59,6
702,,321.0,112.0,0,0,6
702,,328.0,111.0,0,56,6
702,,322.0,101.0,6,112,6
702,8.0,330.0,110.0,0,0,6
702,,335.0,120.0,1,44,6
702,8.0,322.0,,0,49,6
702,,328.0,116.0,0,48,6
702,,323.0,116.0,0,70,6
702,,324.0,108.0,2,149,6
702,,324.0,115.0,3,0,6
702,,336.0,119.0,1,22,6
702,,319.0,102.0,2,55,6
702,,323.0,100.0,4,54,6
702,,329.0,116.0,1,156,7
702,8.5,330.0,,0,45,6
702,8.0,320.0,,6,50,6
702,,324.0,114.0,0,3,6
702,8.5,330.0,,0,45,6
702,,326.0,115.0,0,45,6
702,,340.0,0.0,1,38,6
702,,322.0,113.0,1,56,7
702,,335.0,115.0,0,0,7
702,,325.0,114.0,0,81,6
702,7.5,298.0,,0,168,6
702,8.0,311.0,,1,0,6
702,,327.0,116.0,0,0,6
702,,300.0,99.0,0,0,6
702,7.5,310.0,,0,77,6
702,,325.0,114.0,0,70,6
702,,326.0,117.0,0,0,6
702,,326.0,115.0,0,0,6
702,,323.0,111.0,0,0,7
702,,324.0,104.0,1,48,6
702,,329.0,108.0,0,0,6
702,,333.0,113.0,1,3,7
702,,318.0,109.0,0,0,6
702,,326.0,106.0,0,26,6
702,,323.0,108.0,1,80,6
702,,330.0,109.0,1,83,6
702,,333.0,117.0,0,5,6
702,,320.0,106.0,1,73,6
702,,329.0,108.0,0,59,6
702,,325.0,103.0,0,64,6
702,,334.0,115.0,0,0,6
702,,330.0,110.0,0,0,6
702,,332.0,117.0,0,0,6
702,,331.0,113.0,0,60,6
702,,316.0,110.0,4,85,6
702,7.5,314.0,,1,25,6
702,,330.0,112.0,1,0,6
702,7.0,316.0,,0,92,6
702,,319.0,96.0,0,76,6
702,,320.0,109.0,0,3,6
702,,327.0,110.0,0,2,6
702,,320.0,109.0,1,84,6
702,,325.0,115.0,0,0,6
702,,332.0,116.0,0,3,6
702,,323.0,113.0,0,0,6
702,,322.0,104.0,0,0,6
702,,320.0,111.0,0,68,6
702,,325.0,113.0,0,78,6
702,,328.0,102.0,0,0,6
702,8.5,315.0,,0,0,6
702,,325.0,112.0,0,0,6
702,,326.0,111.0,1,70,6
702,,320.0,115.0,0,0,7
702,,324.0,116.0,1,0,6
702,,324.0,111.0,2,76,6
702,,329.0,110.0,1,93,6
702,,330.0,113.0,0,0,6
702,,323.0,104.0,0,0,6
702,,329.0,115.0,0,0,7
702,8.0,316.0,98.0,0,0,6
702,,303.0,85.0,0,101,6
702,7.0,312.0,,0,69,6
702,,323.0,105.0,0,87,6
702,,322.0,105.0,0,0,6
702,,323.0,107.0,0,67,6
702,,321.0,114.0,0,0,6
702,,326.0,112.0,0,0,6
702,,331.0,111.0,0,0,6
702,,324.0,110.0,0,106,6
702,,319.0,106.0,0,69,6
702,,324.0,102.0,0,92,6
702,,316.0,0.0,0,0,6
702,,320.0,99.0,1,11,6
702,,260.0,0.0,0,0,6
702,,320.0,104.0,0,0,6
702,,322.0,119.0,0,93,6
702,,324.0,114.0,1,16,6
702,,314.0,108.0,0,83,7
702,,324.0,113.0,0,80,6
702,,320.0,107.0,0,2,6
702,,332.0,113.0,0,0,6
702,,331.0,113.0,0,0,6
702,,328.0,120.0,2,3,6
702,8.5,331.0,,0,0,7
702,,320.0,111.0,0,90,6
702,,320.0,110.0,0,92,6
702,,328.0,113.0,0,81,6
702,,330.0,103.0,2,80,6
702,,335.0,116.0,0,82,7
702,,324.0,106.0,0,0,6
702,,327.0,119.0,1,120,6
702,,326.0,110.0,1,80,6
702,,325.0,115.0,0,0,7
702,,334.0,118.0,0,0,6
702,,319.0,106.0,1,8,6
702,,332.0,113.0,0,70,6
704,,319.0,96.0,0,76,6
704,,314.0,112.0,0,69,6
704,7.5,311.0,,0,6,7
704,,321.0,0.0,0,0,6
704,,313.0,101.0,0,0,6
704,,330.0,114.0,1,100,6
704,,320.0,116.0,0,0,6
704,,310.0,106.0,0,70,6
704,,331.0,115.0,0,0,6
704,,330.0,100.0,0,0,7
704,,325.0,115.0,1,2,6
704,,327.0,0.0,0,127,6
704,,309.0,114.0,0,0,6
704,,325.0,108.0,0,0,6
704,,325.0,112.0,0,0,6
704,7.0,326.0,,0,0,6
704,,312.0,100.0,0,0,6
704,,313.0,96.0,0,0,6
704,,310.0,100.0,0,0,6
763,,321.0,116.0,0,0,6
763,,260.0,60.0,5,170,6
763,,332.0,120.0,2,53,6
763,,321.0,100.0,0,70,6
763,,329.0,106.0,0,0,6
763,,335.0,114.0,2,50,6
763,,329.0,117.0,2,33,6
763,,329.0,106.0,0,0,6
763,,326.0,116.0,3,35,6
763,,325.0,112.0,0,38,6
763,,319.0,110.0,8,46,6
763,,331.0,113.0,0,46,6
763,8.0,306.0,,1,6,6
763,,329.0,110.0,1,32,6
763,,330.0,112.0,0,0,6
763,,311.0,101.0,1,40,6
763,,322.0,104.0,0,0,7
763,,314.0,104.0,0,29,6
763,,328.0,113.0,0,45,6
763,8.0,318.0,,0,16,6
763,,330.0,93.0,1,27,6
763,,323.0,115.0,0,0,6
763,,324.0,107.0,0,8,6
763,,320.0,114.0,0,0,6
763,8.0,330.0,,0,81,6
763,,322.0,112.0,1,63,6
763,8.0,330.0,,1,52,6
763,,309.0,110.0,0,186,6
763,7.5,327.0,,0,38,6
763,,314.0,101.0,0,0,6
763,,301.0,99.0,0,0,6
763,8.0,318.0,106.0,0,57,6
763,,319.0,113.0,0,0,6
763,6.0,260.0,,0,161,7
763,,331.0,108.0,0,33,6
763,,333.0,115.0,2,-20,6
763,,326.0,118.0,2,50,6
763,,331.0,116.0,1,55,6
763,,324.0,113.0,0,45,6
763,,321.0,114.0,0,0,6
763,,331.0,116.0,0,62,6
763,,322.0,117.0,0,67,6
763,7.0,323.0,96.0,0,0,6
763,,315.0,103.0,1,184,6
763,,327.0,89.0,0,0,6
763,,326.0,100.0,0,71,6
763,,327.0,113.0,0,92,6
763,,335.0,120.0,1,44,6
763,,337.0,116.0,0,3,6
763,,327.0,115.0,0,62,6
763,,327.0,114.0,0,1,6
763,,329.0,111.0,0,68,6
763,,325.0,113.0,0,81,6
763,8.0,307.0,94.0,1,81,6
763,,330.0,111.0,3,24,6
763,,326.0,115.0,0,45,6
763,,330.0,115.0,1,1,6
763,,328.0,118.0,0,0,6
763,,330.0,106.0,0,101,6
763,,332.0,111.0,2,76,6
763,,325.0,120.0,0,0,6
763,,330.0,115.0,0,0,6
763,,332.0,117.0,0,0,6
763,,330.0,109.0,1,83,6
763,,332.0,116.0,0,3,6
763,,323.0,117.0,1,11,6
763,,316.0,109.0,0,4,6
763,,322.0,113.0,0,4,6
763,,329.0,117.0,2,87,6
763,,327.0,108.0,2,75,6
763,,333.0,118.0,1,0,6
763,,324.0,102.0,0,92,6
763,,330.0,113.0,0,0,6
763,,326.0,112.0,0,0,6
763,,320.0,114.0,0,79,6
763,,317.0,103.0,0,118,6
763,7.0,311.0,,0,0,6
763,,312.0,96.0,0,68,6
763,,323.0,111.0,1,81,6
763,,325.0,114.0,0,92,6
763,,316.0,0.0,0,0,6
763,,335.0,116.0,0,117,6
763,,323.0,107.0,1,81,6
763,,330.0,108.0,0,63,7
763,,329.0,109.0,0,2,6
763,,324.0,113.0,1,85,6
763,,322.0,113.0,0,3,6
763,,328.0,115.0,0,0,6
763,,327.0,119.0,1,120,6
763,,324.0,114.0,1,16,6
763,,332.0,113.0,0,0,6
763,,328.0,113.0,0,81,6
763,,326.0,112.0,0,6,6
763,,309.0,104.0,0,88,6
763,,323.0,110.0,1,80,6
763,,324.0,117.0,0,0,6
763,,318.0,108.0,0,2,6
763,,320.0,110.0,0,92,6
763,,325.0,115.0,0,0,6
763,,322.0,115.0,0,93,6
763,,328.0,100.0,1,94,6
763,,285.0,86.0,0,0,6
763,,330.0,116.0,0,92,6
763,,330.0,112.0,0,0,6
763,,320.0,100.0,0,0,6
763,,318.0,105.0,1,87,6
763,,326.0,108.0,0,82,6
763,,326.0,111.0,0,0,6
763,,322.0,108.0,0,0,6
763,,328.0,111.0,0,73,6
763,,321.0,112.0,0,0,6
763,,324.0,115.0,0,92,6
763,,327.0,115.0,3,31,6
763,,328.0,113.0,0,2,6
763,,332.0,113.0,0,70,6
763,,311.0,105.0,0,0,7
763,,332.0,111.0,0,93,6
763,,323.0,108.0,0,87,6
763,,323.0,107.0,0,0,6
763,,331.0,116.0,0,82,6
763,,334.0,114.0,0,0,6
763,,332.0,117.0,0,0,6
763,,325.0,111.0,3,73,6
763,,322.0,111.0,0,0,6
763,,323.0,116.0,0,83,6
763,,317.0,110.0,0,0,6
763,,324.0,108.0,1,0,6
763,,329.0,111.0,0,0,6
763,,314.0,102.0,0,92,6
763,,314.0,104.0,0,4,6
763,,335.0,116.0,2,0,6
763,,325.0,110.0,0,0,6
763,,327.0,115.0,0,1,6
763,,326.0,114.0,1,0,6
763,,327.0,108.0,1,0,6
763,,321.0,104.0,0,0,6
763,,313.0,101.0,0,0,6
763,,333.0,116.0,0,92,6
763,,323.0,117.0,0,5,6
763,,330.0,114.0,1,0,6
763,,325.0,114.0,0,0,6
763,,325.0,107.0,0,0,6
763,,333.0,119.0,0,106,6
763,,321.0,107.0,0,105,6
763,,321.0,117.0,0,0,6
763,,316.0,112.0,1,0,6
763,,332.0,117.0,0,0,6
763,,323.0,112.0,1,25,6
763,,321.0,112.0,2,117,6
763,,328.0,113.0,0,72,6
763,,320.0,113.0,0,158,6
763,,318.0,116.0,0,0,6
763,,314.0,105.0,0,94,6
763,,320.0,116.0,0,0,6
763,,331.0,115.0,0,0,6
763,,327.0,114.0,0,0,6
763,,303.0,99.0,0,9,7
763,,325.0,108.0,0,95,6
763,,330.0,116.0,0,0,6
763,,321.0,112.0,3,93,7
763,,300.0,100.0,0,0,7
763,,321.0,114.0,0,0,6
763,,338.0,0.0,0,0,6
763,,318.0,116.0,0,0,6
763,,322.0,107.0,0,0,6
763,,327.0,116.0,0,0,6
763,,317.0,104.0,0,0,6
763,,330.0,118.0,0,0,6
763,,321.0,116.0,0,122,6
763,,324.0,107.0,0,0,6
763,,322.0,113.0,0,0,6
763,,326.0,109.0,0,0,6
763,,330.0,0.0,0,0,6
763,,328.0,0.0,0,0,6
763,,330.0,0.0,1,105,6
763,,324.0,114.0,0,0,6
763,,320.0,108.0,0,20,6
763,,327.0,0.0,0,127,6
763,,319.0,118.0,1,117,6
763,,327.0,114.0,1,130,6
763,,324.0,113.0,0,0,6
763,,324.0,112.0,0,0,6
763,,321.0,110.0,0,0,6
763,,316.0,102.0,0,0,6
763,,331.0,112.0,0,0,6
763,,328.0,113.0,0,99,6
763,,330.0,110.0,0,0,6
763,,329.0,108.0,0,1,6
763,,324.0,100.0,0,0,6
763,,323.0,110.0,0,0,6
763,,330.0,112.0,0,0,7
763,,337.0,115.0,0,0,6
763,,326.0,107.0,0,0,6
763,,323.0,114.0,0,0,6
763,,325.0,115.0,1,2,6
763,,334.0,110.0,0,0,6
763,,327.0,101.0,0,0,6
763,,314.0,100.0,1,104,6
763,,329.0,106.0,0,0,6
763,,323.0,118.0,0,0,6
763,,331.0,116.0,0,0,6
763,,325.0,108.0,0,0,6
763,,323.0,104.0,1,111,6
763,,330.0,113.0,0,0,6
763,,328.0,114.0,0,0,6
763,,315.0,95.0,0,0,6
763,,313.0,110.0,0,0,6
763,,321.0,114.0,0,132,6
763,,330.0,112.0,0,0,6
763,,315.0,118.0,0,0,6
763,,331.0,115.0,0,0,6
763,,309.0,103.0,0,0,6
763,,314.0,108.0,0,0,6
763,5.5,287.0,,0,0,6
763,,333.0,117.0,0,0,6
763,,329.0,118.0,0,0,6
763,,323.0,113.0,0,0,6
763,,327.0,107.0,0,0,6
763,,330.0,115.0,0,0,6
763,,329.0,114.0,0,0,6
763,,328.0,110.0,0,0,6
802,,329.0,106.0,0,0,6
802,,320.0,106.0,0,42,6
802,,307.0,100.0,3,4,6
802,,315.0,100.0,1,77,6
802,,324.0,111.0,2,37,6
802,,321.0,114.0,0,60,6
802,,324.0,111.0,2,37,6
802,,319.0,110.0,8,46,6
802,8.0,317.0,,0,40,6
802,7.0,318.0,110.0,0,0,6
802,,320.0,106.0,2,53,6
802,,319.0,111.0,1,30,6
802,8.0,306.0,,1,6,6
802,,322.0,101.0,2,61,6
802,6.5,301.0,,0,52,6
802,,305.0,111.0,0,40,6
802,,315.0,99.0,2,68,6
802,,293.0,93.0,2,128,6
802,,334.0,117.0,3,32,6
802,,330.0,116.0,0,0,6
802,,315.0,104.0,0,10,6
802,,330.0,111.0,0,0,6
802,,333.0,114.0,3,147,6
802,,310.0,102.0,2,69,6
802,,331.0,115.0,3,44,6
802,,321.0,114.0,0,60,6
802,,323.0,115.0,0,0,6
802,7.5,320.0,,1,2,6
802,,323.0,110.0,1,92,6
802,,309.0,110.0,0,186,6
802,8.5,334.0,,0,0,6
802,7.0,283.0,,2,5,6
802,,312.0,98.0,0,49,6
802,7.5,305.0,,1,0,6
802,7.5,315.0,,2,3,6
802,,322.0,112.0,1,63,6
802,6.0,260.0,,0,161,7
802,8.0,330.0,,0,81,6
802,,331.0,116.0,1,55,6
802,,313.0,79.0,0,0,6
802,7.0,306.0,,1,42,6
802,7.5,302.0,,0,0,6
802,,329.0,120.0,1,30,6
802,,327.0,113.0,0,92,6
802,7.5,308.0,,1,42,6
802,,312.0,108.0,1,3,6
802,7.5,320.0,,0,0,6
802,,322.0,104.0,0,0,6
802,8.0,301.0,,0,5,6
802,,322.0,117.0,0,67,6
802,8.0,307.0,94.0,1,81,6
802,,331.0,116.0,0,62,6
802,,337.0,116.0,0,3,6
802,7.0,307.0,,0,50,6
802,,316.0,86.0,0,0,6
802,,319.0,110.0,1,34,6
802,,330.0,111.0,3,24,6
802,,335.0,115.0,0,0,7
802,,322.0,101.0,6,112,6
802,,329.0,111.0,0,68,6
802,,320.0,108.0,0,0,6
802,,320.0,116.0,0,113,6
802,,313.0,107.0,1,5,6
802,,330.0,114.0,1,68,6
802,8.0,311.0,,1,0,6
802,,326.0,115.0,0,0,6
802,,335.0,119.0,0,99,6
802,,307.0,98.0,0,0,6
802,,322.0,108.0,0,99,6
802,,310.0,104.0,1,81,6
802,,336.0,114.0,4,61,6
802,,320.0,109.0,1,84,6
802,,312.0,109.0,0,0,6
802,,318.0,107.0,0,98,6
802,,333.0,115.0,1,0,6
802,8.0,314.0,,0,0,6
802,,326.0,109.0,0,0,6
802,,331.0,108.0,0,36,6
802,,325.0,112.0,0,0,6
802,,322.0,113.0,0,4,6
802,,328.0,102.0,0,0,6
802,,327.0,108.0,0,0,7
802,8.0,328.0,,0,71,6
802,,314.0,98.0,0,67,6
802,,321.0,106.0,0,74,6
802,,319.0,101.0,2,0,6
802,,317.0,100.0,0,70,6
802,,321.0,114.0,0,0,6
802,,335.0,116.0,0,117,6
802,7.5,305.0,,0,81,6
802,,317.0,108.0,1,0,6
802,,330.0,109.0,0,0,6
802,,317.0,103.0,0,82,6
802,,319.0,103.0,1,5,6
802,,327.0,102.0,0,87,6
802,7.0,314.0,,0,72,6
802,,330.0,116.0,0,92,6
802,,326.0,112.0,0,6,6
802,,323.0,110.0,1,80,6
802,,323.0,114.0,1,73,6
802,,317.0,112.0,0,55,6
802,,326.0,112.0,0,0,6
802,,326.0,112.0,0,84,6
802,,313.0,104.0,0,74,6
802,,320.0,100.0,0,0,6
802,,328.0,100.0,1,94,6
802,,330.0,115.0,0,0,6
802,,324.0,110.0,2,73,6
802,,315.0,94.0,0,92,6
802,,331.0,112.0,0,92,6
802,,330.0,118.0,0,92,6
802,7.5,309.0,,0,87,6
802,,314.0,102.0,3,84,6
802,,330.0,112.0,0,0,6
802,,321.0,117.0,0,82,6
802,8.5,321.0,,0,2,6
802,8.5,326.0,,0,1,6
802,,316.0,92.0,0,104,6
802,,321.0,102.0,0,56,6
802,,328.0,111.0,0,73,6
802,,322.0,113.0,0,3,6
802,,322.0,108.0,0,0,6
802,,331.0,116.0,0,82,6
802,,327.0,116.0,0,0,6
802,,325.0,115.0,2,135,6
802,,333.0,115.0,1,1017,6
802,,329.0,111.0,0,6,6
802,,327.0,115.0,3,31,6
802,,334.0,114.0,0,0,6
802,,325.0,108.0,0,117,6
802,,320.0,109.0,0,105,6
802,,326.0,114.0,0,0,6
802,,309.0,100.0,0,0,6
802,,321.0,110.0,0,3,6
802,,320.0,108.0,0,0,6
802,,317.0,110.0,0,0,6
802,,327.0,115.0,0,1,6
802,,327.0,108.0,1,0,6
802,,314.0,104.0,0,4,6
802,7.5,306.0,,1,1,6
802,,331.0,108.0,0,2,6
802,,331.0,114.0,0,2,6
802,,321.0,111.0,0,0,6
802,,325.0,112.0,0,0,6
802,,335.0,116.0,2,0,6
802,,312.0,105.0,0,0,6
802,,336.0,116.0,0,0,6
802,,324.0,112.0,0,93,6
802,,313.0,105.0,3,7,6
802,,323.0,109.0,1,198,6
802,,326.0,112.0,0,73,6
802,,324.0,112.0,0,129,6
802,,328.0,108.0,0,0,6
802,,327.0,114.0,0,0,7
802,,322.0,111.0,0,0,6
802,,313.0,101.0,0,0,6
802,,326.0,114.0,1,0,6
802,,300.0,100.0,0,19,6
802,8.5,326.0,,0,0,6
802,,323.0,106.0,0,0,6
802,8.0,328.0,,0,0,6
802,,330.0,115.0,0,0,6
802,,327.0,112.0,0,0,6
802,,337.0,115.0,0,0,6
802,,315.0,99.0,0,105,6
802,,321.0,113.0,0,0,6
802,,308.0,108.0,0,104,6
802,8.0,303.0,,0,83,6
802,,310.0,109.0,0,0,6
802,,321.0,106.0,0,4,6
802,,323.0,112.0,1,25,6
802,,333.0,116.0,0,92,6
802,,323.0,103.0,0,92,6
802,,335.0,109.0,0,5,6
802,,319.0,105.0,1,98,6
802,,331.0,112.0,0,3,6
802,,320.0,115.0,0,99,6
802,,320.0,108.0,0,0,6
802,,325.0,108.0,0,95,6
802,,322.0,114.0,0,95,6
802,,321.0,103.0,1,88,6
802,,322.0,117.0,0,0,6
802,,323.0,108.0,7,0,6
802,,316.0,103.0,0,99,6
802,,330.0,113.0,0,0,6
802,,328.0,108.0,1,105,6
802,,329.0,111.0,2,98,6
802,,310.0,110.0,0,94,6
802,,327.0,113.0,0,0,6
802,,319.0,115.0,0,0,6
802,,328.0,112.0,0,0,6
802,,332.0,117.0,0,0,6
802,,313.0,106.0,0,117,6
802,,335.0,117.0,0,0,6
802,,321.0,0.0,0,0,6
802,,331.0,116.0,0,0,6
802,,330.0,115.0,0,0,6
802,,316.0,95.0,1,115,6
802,,317.0,110.0,1,104,6
802,,326.0,113.0,0,128,6
802,,327.0,115.0,0,0,6
802,,331.0,118.0,0,0,6
802,,332.0,112.0,0,0,6
802,,321.0,116.0,0,122,6
802,,324.0,114.0,0,0,6
802,,321.0,113.0,0,4,6
802,,328.0,114.0,0,153,6
802,,316.0,112.0,1,1,6
802,,329.0,114.0,0,0,6
802,,331.0,115.0,0,0,6
802,,325.0,106.0,0,100,6
802,7.5,304.0,,0,0,6
802,,338.0,0.0,0,0,6
802,,317.0,102.0,1,93,6
802,,319.0,110.0,0,2,6
802,,319.0,94.0,0,0,6
802,,325.0,103.0,0,106,6
802,,322.0,116.0,0,0,6
802,,323.0,107.0,0,0,6
802,,327.0,114.0,0,0,6
802,,324.0,109.0,0,0,6
802,,325.0,115.0,1,2,6
802,,324.0,112.0,0,154,6
802,,323.0,95.0,0,155,6
802,,317.0,111.0,0,120,6
802,,331.0,115.0,0,0,6
802,,325.0,116.0,0,0,6
802,,321.0,101.0,0,151,6
802,,323.0,104.0,1,111,6
802,,324.0,112.0,0,0,6
802,,322.0,114.0,0,0,6
802,,325.0,117.0,0,0,6
802,,330.0,109.0,0,4,6
802,,315.0,105.0,0,0,6
802,,325.0,111.0,0,0,6
802,,327.0,110.0,0,121,6
711,,300.0,100.0,0,37,6
711,,316.0,111.0,9,41,6
711,8.0,322.0,,2,71,6
711,,319.0,105.0,0,32,6
711,,319.0,108.0,1,47,6
711,,284.0,92.0,1,37,6
711,7.5,307.0,100.0,4,34,6
711,,301.0,101.0,2,3,6
711,,320.0,98.0,1,45,6
711,,314.0,102.0,0,69,6
711,,310.0,99.0,0,1,6
711,7.5,317.0,,0,29,6
711,8.0,316.0,,2,43,6
711,,325.0,108.0,1,68,7
711,,260.0,80.0,2,38,6
711,,284.0,92.0,1,37,6
711,,320.0,106.0,0,42,6
711,,325.0,106.0,0,53,6
711,,313.0,101.0,1,84,6
711,,310.0,107.0,1,162,6
711,,328.0,117.0,0,0,6
711,,320.0,114.0,0,4,6
711,,320.0,114.0,0,4,6
711,,325.0,106.0,0,53,6
711,,260.0,80.0,2,38,6
711,,316.0,111.0,9,41,6
711,,319.0,105.0,0,32,6
711,8.0,320.0,111.0,1,40,6
711,,315.0,100.0,2,38,6
711,8.0,320.0,,1,31,7
711,,321.0,114.0,0,60,6
711,,334.0,117.0,3,32,6
711,,328.0,117.0,0,0,6
711,0.0,312.0,107.0,0,32,6
711,7.0,321.0,104.0,4,46,6
711,8.0,323.0,,0,18,7
711,,322.0,108.0,0,74,6
711,8.0,314.0,,1,5,6
711,,325.0,112.0,0,38,6
711,,318.0,108.0,0,32,6
711,8.0,303.0,,1,65,6
711,,315.0,107.0,0,44,6
711,7.0,314.0,97.0,0,31,6
711,8.5,326.0,,1,43,6
711,,326.0,111.0,0,186,7
711,7.5,315.0,,0,33,6
711,8.0,317.0,,0,65,6
711,,320.0,115.0,1,25,6
711,,322.0,112.0,1,27,7
711,,320.0,104.0,3,55,6
711,7.5,320.0,,3,24,6
711,,330.0,112.0,0,27,6
711,,315.0,100.0,2,38,6
711,,316.0,106.0,0,51,6
711,7.5,318.0,109.0,2,22,6
711,,326.0,106.0,0,33,6
711,,314.0,106.0,0,33,6
711,,301.0,91.0,0,57,6
711,,302.0,92.0,0,41,6
711,,321.0,105.0,1,37,6
711,8.0,320.0,111.0,1,40,6
711,8.0,317.0,,0,40,7
711,,325.0,110.0,3,41,7
711,,316.0,111.0,9,41,6
711,,300.0,100.0,0,37,6
711,7.5,309.0,,0,0,6
711,8.0,319.0,,2,36,6
711,,306.0,92.0,0,66,6
711,,318.0,114.0,0,5,6
711,,314.0,102.0,0,69,6
711,,299.0,104.0,0,37,6
711,,325.0,117.0,0,27,6
711,7.5,313.0,,1,6,6
711,,311.0,104.0,0,54,6
711,,322.0,107.0,4,33,6
711,8.0,323.0,,2,43,6
711,,327.0,118.0,1,100,6
711,,329.0,117.0,2,33,6
711,,316.0,105.0,0,-7,6
711,,312.0,105.0,1,60,6
711,7.5,316.0,,0,0,6
711,,260.0,4.0,0,0,6
711,7.0,320.0,,0,34,6
711,,322.0,101.0,2,61,6
711,,319.0,114.0,1,49,7
711,,260.0,105.0,0,39,6
711,,323.0,118.0,0,0,6
711,7.0,304.0,,2,33,6
711,,330.0,112.0,0,0,6
711,,328.0,116.0,0,56,7
711,,313.0,94.0,0,0,6
711,,319.0,101.0,0,50,6
711,,314.0,109.0,0,51,7
